,date,team,opponent,home_player_1,home_player_2,home_player_3,home_player_4,home_player_5,home_player_6,home_player_7,home_player_8,home_player_9,home_player_10,home_player_11,away_player_1,away_player_2,away_player_3,away_player_4,away_player_5,away_player_6,away_player_7,away_player_8,away_player_9,away_player_10,away_player_11
313,2021-09-17,Newcastle United,Leeds United,KarlDarlow,JavierManquillo,IsaacHayden,CiaranClark,JamaalLascelles,MattRitchie,JoeWillock,SeanLongstaff,MiguelAlmirón,Joelinton,AllanSaint-Maximin,IllanMeslier,LukeAyling,JuniorFirpo,LiamCooper,StuartDallas,Rodrigo,MateuszKlich,KalvinPhillips,DanJames,Raphinha,PatrickBamford
314,2021-09-18,Norwich City,Watford,TimKrul,OzanKabak,BrandonWilliams,MaxAarons,GrantHanley,KennyMcLean,MathiasNormann,BillyGilmour,MilotRashica,TeemuPukki,JoshSargent,BenFoster,DannyRose,CraigCathcart,WilliamTroost-Ekong,KikoFemenía,TomCleverley,MoussaSissoko,IsmaïlaSarr,EmmanuelDennis,JurajKucka,JoshuaKing
315,2021-09-19,Tottenham Hotspur,Chelsea,HugoLloris,SergioReguilón,EmersonRoyal,EricDier,CristianRomero,TanguyNdombélé,Pierre-EmileHøjbjerg,DeleAlli,HarryKane,GiovaniLoCelso,SonHeung-Min,KepaArrizabalaga,ThiagoSilva,AndreasChristensen,AntonioRüdiger,CésarAzpilicueta,MarcosAlonso,MateoKovacic,Jorginho,KaiHavertz,MasonMount,RomeluLukaku
316,2021-09-19,West Ham United,Manchester United,LukaszFabianski,AngeloOgbonna,AaronCresswell,KurtZouma,VladimírCoufal,PabloFornals,TomásSoucek,DeclanRice,NikolaVlasic,JarrodBowen,SaïdBenrahma,DaviddeGea,LukeShaw,HarryMaguire,AaronWan-Bissaka,RaphaëlVarane,Fred,PaulPogba,ScottMcTominay,MasonGreenwood,BrunoFernandes,CristianoRonaldo
317,2021-09-18,Wolverhampton Wanderers,Brentford,JoséSá,MaximilianKilman,RomainSaïss,ConorCoady,RúbenNeves,Marçal,NélsonSemedo,JoãoMoutinho,Trincão,AdamaTraoré,RaúlJiménez,DavidRaya,KristofferAjer,PontusJansson,EthanPinnock,VitalyJanelt,SergiCanós,ChristianNørgaard,ShandonBaptiste,RicoHenry,IvanToney,BryanMbeumo
318,2021-09-26,Arsenal,Tottenham Hotspur,AaronRamsdale,TakehiroTomiyasu,KieranTierney,BenWhite,GabrielMagalhães,MartinØdegaard,ThomasPartey,GranitXhaka,EmileSmithRowe,BukayoSaka,Pierre-EmerickAubameyang,HugoLloris,EricDier,DavinsonSánchez,JaphetTanganga,SergioReguilón,DeleAlli,TanguyNdombélé,Pierre-EmileHøjbjerg,LucasMoura,HarryKane,SonHeung-Min
319,2021-09-25,Brentford,Liverpool,DavidRaya,EthanPinnock,KristofferAjer,PontusJansson,SergiCanós,VitalyJanelt,RicoHenry,FrankOnyeka,ChristianNørgaard,BryanMbeumo,IvanToney,Alisson,VirgilvanDijk,AndrewRobertson,TrentAlexander-Arnold,JoëlMatip,Fabinho,CurtisJones,JordanHenderson,SadioMané,MohamedSalah,DiogoJota
320,2021-09-25,Chelsea,Manchester City,ÉdouardMendy,AndreasChristensen,CésarAzpilicueta,AntonioRüdiger,N'GoloKanté,Jorginho,ReeceJames,MarcosAlonso,MateoKovacic,TimoWerner,RomeluLukaku,Ederson,JoãoCancelo,AymericLaporte,KyleWalker,RúbenDias,KevinDeBruyne,BernardoSilva,Rodri,JackGrealish,PhilFoden,GabrielJesus
321,2021-09-27,Crystal Palace,Brighton & Hove Albion,VicenteGuaita,JoelWard,MarcGuéhi,TyrickMitchell,JoachimAndersen,LukaMilivojevic,JamesMcArthur,ConorGallagher,WilfriedZaha,OdsonneÉdouard,JordanAyew,RobertSánchez,LewisDunk,DanBurn,ShaneDuffy,JoëlVeltman,MarcCucurella,AdamLallana,PascalGroß,NealMaupay,LeandroTrossard,DannyWelbeck
322,2021-09-25,Everton,Norwich City,JordanPickford,BenGodfrey,MichaelKeane,YerryMina,LucasDigne,AndrosTownsend,AlexIwobi,AbdoulayeDoucouré,Allan,DemaraiGray,SalomónRondón,TimKrul,MaxAarons,BenGibson,OzanKabak,GrantHanley,BrandonWilliams,PierreLees-Melou,KennyMcLean,MathiasNormann,TeemuPukki,JoshSargent
323,2021-09-25,Leeds United,West Ham United,IllanMeslier,LiamCooper,JamieShackleton,CharlieCresswell,JuniorFirpo,Raphinha,StuartDallas,DanJames,MateuszKlich,KalvinPhillips,Rodrigo,LukaszFabianski,AaronCresswell,VladimírCoufal,AngeloOgbonna,KurtZouma,SaïdBenrahma,JarrodBowen,PabloFornals,TomásSoucek,DeclanRice,MichailAntonio
324,2021-09-25,Leicester City,Burnley,KasperSchmeichel,RicardoPereira,JannikVestergaard,RyanBertrand,ÇaglarSöyüncü,WilfredNdidi,BoubakarySoumaré,YouriTielemans,JamieVardy,AdemolaLookman,HarveyBarnes,NickPope,MatthewLowton,BenMee,CharlieTaylor,JamesTarkowski,JoshBrownhill,AshleyWestwood,MaxwelCornet,DwightMcNeil,MatejVydra,ChrisWood
325,2021-09-25,Manchester United,Aston Villa,DaviddeGea,RaphaëlVarane,HarryMaguire,LukeShaw,AaronWan-Bissaka,BrunoFernandes,PaulPogba,ScottMcTominay,MasonGreenwood,Fred,CristianoRonaldo,EmilianoMartínez,TyroneMings,EzriKonsa,KortneyHause,MattTargett,MattyCash,JacobRamsey,JohnMcGinn,DouglasLuiz,OllieWatkins,DannyIngs
326,2021-09-26,Southampton,Wolverhampton Wanderers,AlexMcCarthy,MohammedSalisu,TinoLivramento,KyleWalker-Peters,JanBednarek,MohamedElyounoussi,NathanRedmond,JamesWard-Prowse,OriolRomeu,ChéAdams,AdamArmstrong,JoséSá,MaximilianKilman,RomainSaïss,ConorCoady,Marçal,NélsonSemedo,LeanderDendoncker,JoãoMoutinho,HwangHee-Chan,RaúlJiménez,DanielPodence
327,2021-09-25,Watford,Newcastle United,BenFoster,DannyRose,KikoFemenía,CraigCathcart,WilliamTroost-Ekong,MoussaSissoko,EmmanuelDennis,IsmaïlaSarr,JurajKucka,TomCleverley,JoshuaKing,KarlDarlow,CiaranClark,FedericoFernández,MattRitchie,JavierManquillo,MiguelAlmirón,IsaacHayden,JoeWillock,SeanLongstaff,Joelinton,AllanSaint-Maximin
328,2021-10-02,Brighton & Hove Albion,Arsenal,RobertSánchez,LewisDunk,ShaneDuffy,DanBurn,MarcCucurella,JakubModer,PascalGroß,AdamLallana,JoëlVeltman,LeandroTrossard,NealMaupay,AaronRamsdale,BenWhite,KieranTierney,TakehiroTomiyasu,GabrielMagalhães,MartinØdegaard,ThomasPartey,EmileSmithRowe,BukayoSaka,AlbertSambiLokonga,Pierre-EmerickAubameyang
329,2021-10-02,Burnley,Norwich City,NickPope,MatthewLowton,JamesTarkowski,NathanCollins,CharlieTaylor,AaronLennon,DwightMcNeil,JoshBrownhill,AshleyWestwood,ChrisWood,MatejVydra,TimKrul,OzanKabak,DimitrisGiannoulis,BenGibson,MaxAarons,GrantHanley,MathiasNormann,PierreLees-Melou,KennyMcLean,JoshSargent,TeemuPukki
330,2021-10-02,Chelsea,Southampton,ÉdouardMendy,AntonioRüdiger,ThiagoSilva,TrevohChalobah,RubenLoftus-Cheek,BenChilwell,CésarAzpilicueta,MateoKovacic,RomeluLukaku,TimoWerner,CallumHudson-Odoi,AlexMcCarthy,TinoLivramento,JanBednarek,MohammedSalisu,KyleWalker-Peters,OriolRomeu,NathanTella,TheoWalcott,JamesWard-Prowse,NathanRedmond,AdamArmstrong
331,2021-10-03,Crystal Palace,Leicester City,VicenteGuaita,MarcGuéhi,JoelWard,JoachimAndersen,TyrickMitchell,ConorGallagher,LukaMilivojevic,JamesMcArthur,WilfriedZaha,OdsonneÉdouard,JordanAyew,KasperSchmeichel,TimothyCastagne,RyanBertrand,ÇaglarSöyüncü,JannikVestergaard,YouriTielemans,HarveyBarnes,HamzaChoudhury,AdemolaLookman,KelechiIheanacho,JamieVardy
332,2021-10-02,Leeds United,Watford,IllanMeslier,LiamCooper,JamieShackleton,DiegoLlorente,JuniorFirpo,MateuszKlich,Raphinha,DanJames,KalvinPhillips,StuartDallas,Rodrigo,BenFoster,FranciscoSierralta,DannyRose,WilliamTroost-Ekong,KikoFemenía,IsmaïlaSarr,EmmanuelDennis,JurajKucka,MoussaSissoko,OzanTufan,JoshuaKing
333,2021-10-03,Liverpool,Manchester City,Alisson,JoëlMatip,AndrewRobertson,JamesMilner,VirgilvanDijk,Fabinho,JordanHenderson,CurtisJones,SadioMané,MohamedSalah,DiogoJota,Ederson,JoãoCancelo,AymericLaporte,RúbenDias,KyleWalker,BernardoSilva,KevinDeBruyne,Rodri,JackGrealish,PhilFoden,GabrielJesus
334,2021-10-02,Manchester United,Everton,DaviddeGea,LukeShaw,VictorLindelöf,AaronWan-Bissaka,RaphaëlVarane,BrunoFernandes,AnthonyMartial,ScottMcTominay,Fred,MasonGreenwood,EdinsonCavani,JordanPickford,BenGodfrey,YerryMina,MichaelKeane,LucasDigne,AndrosTownsend,AnthonyGordon,AbdoulayeDoucouré,Allan,SalomónRondón,DemaraiGray
335,2021-10-03,Tottenham Hotspur,Aston Villa,HugoLloris,EricDier,CristianRomero,EmersonRoyal,SergioReguilón,Pierre-EmileHøjbjerg,OliverSkipp,TanguyNdombélé,LucasMoura,SonHeung-Min,HarryKane,EmilianoMartínez,TyroneMings,KortneyHause,EzriKonsa,MattTargett,DouglasLuiz,JohnMcGinn,MattyCash,JacobRamsey,OllieWatkins,DannyIngs
336,2021-10-03,West Ham United,Brentford,LukaszFabianski,AngeloOgbonna,KurtZouma,VladimírCoufal,AaronCresswell,TomásSoucek,SaïdBenrahma,DeclanRice,JarrodBowen,PabloFornals,MichailAntonio,DavidRaya,PontusJansson,EthanPinnock,Zanka,ChristianNørgaard,RicoHenry,SergiCanós,ShandonBaptiste,FrankOnyeka,BryanMbeumo,IvanToney
337,2021-10-02,Wolverhampton Wanderers,Newcastle United,JoséSá,ConorCoady,RomainSaïss,MaximilianKilman,JoãoMoutinho,Marçal,RúbenNeves,NélsonSemedo,HwangHee-Chan,Trincão,RaúlJiménez,KarlDarlow,JavierManquillo,FedericoFernández,CiaranClark,MattRitchie,Joelinton,MiguelAlmirón,IsaacHayden,JoeWillock,SeanLongstaff,AllanSaint-Maximin
338,2021-10-18,Arsenal,Crystal Palace,AaronRamsdale,KieranTierney,TakehiroTomiyasu,BenWhite,GabrielMagalhães,BukayoSaka,EmileSmithRowe,NicolasPépé,MartinØdegaard,ThomasPartey,Pierre-EmerickAubameyang,VicenteGuaita,JoelWard,TyrickMitchell,MarcGuéhi,JoachimAndersen,ConorGallagher,JordanAyew,JamesMcArthur,OdsonneÉdouard,LukaMilivojevic,ChristianBenteke
339,2021-10-16,Aston Villa,Wolverhampton Wanderers,EmilianoMartínez,AxelTuanzebe,TyroneMings,EzriKonsa,MattTargett,DouglasLuiz,MattyCash,JohnMcGinn,EmilianoBuendía,DannyIngs,OllieWatkins,JoséSá,ConorCoady,MaximilianKilman,RomainSaïss,NélsonSemedo,Marçal,RúbenNeves,JoãoMoutinho,HwangHee-Chan,LeanderDendoncker,AdamaTraoré
340,2021-10-16,Brentford,Chelsea,DavidRaya,EthanPinnock,Zanka,PontusJansson,SergiCanós,RicoHenry,MathiasJensen,FrankOnyeka,ChristianNørgaard,BryanMbeumo,IvanToney,ÉdouardMendy,AndreasChristensen,TrevohChalobah,MalangSarr,CésarAzpilicueta,BenChilwell,MateoKovacic,RubenLoftus-Cheek,N'GoloKanté,RomeluLukaku,TimoWerner
341,2021-10-17,Everton,West Ham United,JordanPickford,MichaelKeane,SéamusColeman,LucasDigne,BenGodfrey,AndrosTownsend,AbdoulayeDoucouré,Allan,AlexIwobi,SalomónRondón,DemaraiGray,LukaszFabianski,BenJohnson,AngeloOgbonna,KurtZouma,AaronCresswell,SaïdBenrahma,PabloFornals,JarrodBowen,DeclanRice,TomásSoucek,MichailAntonio
342,2021-10-16,Leicester City,Manchester United,KasperSchmeichel,DanielAmartey,ÇaglarSöyüncü,JonnyEvans,YouriTielemans,TimothyCastagne,BoubakarySoumaré,RicardoPereira,KelechiIheanacho,JamesMaddison,JamieVardy,DaviddeGea,LukeShaw,VictorLindelöf,AaronWan-Bissaka,HarryMaguire,MasonGreenwood,JadonSancho,PaulPogba,NemanjaMatic,BrunoFernandes,CristianoRonaldo
343,2021-10-16,Manchester City,Burnley,ZackSteffen,AymericLaporte,JohnStones,NathanAké,JoãoCancelo,BernardoSilva,Rodri,KevinDeBruyne,RiyadMahrez,RaheemSterling,PhilFoden,NickPope,ErikPieters,NathanCollins,MatthewLowton,JamesTarkowski,JackCork,AshleyWestwood,DwightMcNeil,JoshBrownhill,ChrisWood,MaxwelCornet
344,2021-10-17,Newcastle United,Tottenham Hotspur,KarlDarlow,JamaalLascelles,MattRitchie,CiaranClark,JavierManquillo,SeanLongstaff,JoeWillock,Joelinton,IsaacHayden,AllanSaint-Maximin,CallumWilson,HugoLloris,EricDier,EmersonRoyal,CristianRomero,SergioReguilón,TanguyNdombélé,Pierre-EmileHøjbjerg,SonHeung-Min,OliverSkipp,LucasMoura,HarryKane
345,2021-10-16,Norwich City,Brighton & Hove Albion,TimKrul,BenGibson,MaxAarons,GrantHanley,DimitrisGiannoulis,OzanKabak,MathiasNormann,KennyMcLean,PierreLees-Melou,JoshSargent,TeemuPukki,RobertSánchez,LewisDunk,ShaneDuffy,DanBurn,PascalGroß,MarcCucurella,JoëlVeltman,AdamLallana,JakubModer,LeandroTrossard,NealMaupay
346,2021-10-16,Southampton,Leeds United,AlexMcCarthy,RomainPerraud,MohammedSalisu,JanBednarek,TinoLivramento,MohamedElyounoussi,OriolRomeu,IbrahimaDiallo,MoussaDjenepo,NathanRedmond,ArmandoBroja,IllanMeslier,LiamCooper,DiegoLlorente,PascalStruijk,JamieShackleton,MateuszKlich,TylerRoberts,StuartDallas,DanJames,Rodrigo,JackHarrison
347,2021-10-16,Watford,Liverpool,BenFoster,AdamMasina,CraigCathcart,WilliamTroost-Ekong,KikoFemenía,DannyRose,CuchoHernández,EmmanuelDennis,MoussaSissoko,JurajKucka,IsmaïlaSarr,CaoimhínKelleher,AndrewRobertson,VirgilvanDijk,JoëlMatip,TrentAlexander-Arnold,JordanHenderson,NabyKeïta,JamesMilner,SadioMané,RobertoFirmino,MohamedSalah
348,2021-10-22,Arsenal,Aston Villa,AaronRamsdale,GabrielMagalhães,BenWhite,TakehiroTomiyasu,NunoTavares,AlbertSambiLokonga,BukayoSaka,ThomasPartey,EmileSmithRowe,AlexandreLacazette,Pierre-EmerickAubameyang,EmilianoMartínez,AxelTuanzebe,EzriKonsa,TyroneMings,MattyCash,DouglasLuiz,JohnMcGinn,MattTargett,OllieWatkins,DannyIngs,EmilianoBuendía
349,2021-10-24,Brentford,Leicester City,DavidRaya,EthanPinnock,Zanka,PontusJansson,FrankOnyeka,SergiCanós,ChristianNørgaard,RicoHenry,MathiasJensen,BryanMbeumo,IvanToney,KasperSchmeichel,DanielAmartey,ÇaglarSöyüncü,JonnyEvans,TimothyCastagne,YouriTielemans,BoubakarySoumaré,RicardoPereira,JamieVardy,JamesMaddison,KelechiIheanacho
350,2021-10-23,Brighton & Hove Albion,Manchester City,RobertSánchez,LewisDunk,DanBurn,JoëlVeltman,PascalGroß,MarcCucurella,SollyMarch,AdamLallana,JakubModer,NealMaupay,LeandroTrossard,Ederson,KyleWalker,RúbenDias,JoãoCancelo,AymericLaporte,IlkayGündogan,BernardoSilva,Rodri,GabrielJesus,PhilFoden,JackGrealish
351,2021-10-23,Chelsea,Norwich City,ÉdouardMendy,TrevohChalobah,AntonioRüdiger,ThiagoSilva,BenChilwell,ReeceJames,Jorginho,MateoKovacic,MasonMount,CallumHudson-Odoi,KaiHavertz,TimKrul,OzanKabak,BenGibson,GrantHanley,MaxAarons,KennyMcLean,PierreLees-Melou,MathiasNormann,DimitrisGiannoulis,JoshSargent,TeemuPukki
352,2021-10-23,Crystal Palace,Newcastle United,VicenteGuaita,TyrickMitchell,JoachimAndersen,MarcGuéhi,JoelWard,LukaMilivojevic,JamesMcArthur,ConorGallagher,MichaelOlise,ChristianBenteke,OdsonneÉdouard,KarlDarlow,CiaranClark,JamaalLascelles,EmilKrafth,JavierManquillo,MattRitchie,RyanFraser,SeanLongstaff,IsaacHayden,CallumWilson,AllanSaint-Maximin
353,2021-10-23,Everton,Watford,JordanPickford,LucasDigne,SéamusColeman,MichaelKeane,BenGodfrey,Allan,AnthonyGordon,TomDavies,AndrosTownsend,SalomónRondón,DemaraiGray,BenFoster,CraigCathcart,WilliamTroost-Ekong,JeremyNgakia,AdamMasina,MoussaSissoko,JurajKucka,OzanTufan,IsmaïlaSarr,CuchoHernández,JoshuaKing
354,2021-10-23,Leeds United,Wolverhampton Wanderers,IllanMeslier,LiamCooper,JamieShackleton,StuartDallas,DiegoLlorente,Raphinha,PascalStruijk,JackHarrison,MateuszKlich,Rodrigo,DanJames,JoséSá,ConorCoady,MaximilianKilman,RomainSaïss,LeanderDendoncker,RayanAït-Nouri,NélsonSemedo,JoãoMoutinho,AdamaTraoré,RaúlJiménez,HwangHee-Chan
355,2021-10-24,Manchester United,Liverpool,DaviddeGea,HarryMaguire,VictorLindelöf,AaronWan-Bissaka,LukeShaw,ScottMcTominay,BrunoFernandes,MasonGreenwood,Fred,MarcusRashford,CristianoRonaldo,Alisson,IbrahimaKonaté,AndrewRobertson,TrentAlexander-Arnold,VirgilvanDijk,NabyKeïta,JamesMilner,JordanHenderson,DiogoJota,MohamedSalah,RobertoFirmino
356,2021-10-23,Southampton,Burnley,AlexMcCarthy,RomainPerraud,TinoLivramento,MohammedSalisu,JanBednarek,IbrahimaDiallo,OriolRomeu,TheoWalcott,MohamedElyounoussi,ArmandoBroja,NathanRedmond,NickPope,MatthewLowton,NathanCollins,JamesTarkowski,CharlieTaylor,JackCork,AshleyWestwood,DwightMcNeil,MaxwelCornet,ChrisWood,JoshBrownhill
357,2021-10-24,West Ham United,Tottenham Hotspur,LukaszFabianski,AngeloOgbonna,BenJohnson,KurtZouma,AaronCresswell,DeclanRice,JarrodBowen,PabloFornals,SaïdBenrahma,TomásSoucek,MichailAntonio,HugoLloris,SergioReguilón,CristianRomero,EricDier,EmersonRoyal,Pierre-EmileHøjbjerg,SonHeung-Min,TanguyNdombélé,OliverSkipp,LucasMoura,HarryKane
358,2021-10-31,Aston Villa,West Ham United,EmilianoMartínez,EzriKonsa,KortneyHause,MattyCash,MattTargett,JacobRamsey,MarvelousNakamba,JohnMcGinn,EmilianoBuendía,OllieWatkins,LeonBailey,LukaszFabianski,AngeloOgbonna,KurtZouma,AaronCresswell,BenJohnson,DeclanRice,TomásSoucek,SaïdBenrahma,PabloFornals,JarrodBowen,MichailAntonio
359,2021-10-30,Burnley,Brentford,NickPope,BenMee,JamesTarkowski,MatthewLowton,CharlieTaylor,JoshBrownhill,JóhannGudmundsson,DwightMcNeil,AshleyWestwood,ChrisWood,MaxwelCornet,ÁlvaroFernández,Zanka,PontusJansson,EthanPinnock,FrankOnyeka,ChristianNørgaard,RicoHenry,SergiCanós,MathiasJensen,MarcusForss,IvanToney
360,2021-10-30,Leicester City,Arsenal,KasperSchmeichel,ÇaglarSöyüncü,JonnyEvans,DanielAmartey,BoubakarySoumaré,TimothyCastagne,YouriTielemans,LukeThomas,JamieVardy,KelechiIheanacho,JamesMaddison,AaronRamsdale,GabrielMagalhães,TakehiroTomiyasu,NunoTavares,BenWhite,AlbertSambiLokonga,ThomasPartey,EmileSmithRowe,BukayoSaka,Pierre-EmerickAubameyang,AlexandreLacazette
361,2021-10-30,Liverpool,Brighton & Hove Albion,Alisson,IbrahimaKonaté,AndrewRobertson,TrentAlexander-Arnold,VirgilvanDijk,CurtisJones,NabyKeïta,JordanHenderson,SadioMané,MohamedSalah,RobertoFirmino,RobertSánchez,JoëlVeltman,ShaneDuffy,LewisDunk,MarcCucurella,SollyMarch,JakubModer,EnockMwepu,AdamLallana,YvesBissouma,LeandroTrossard
362,2021-10-30,Manchester City,Crystal Palace,Ederson,JoãoCancelo,AymericLaporte,RúbenDias,KyleWalker,Rodri,BernardoSilva,KevinDeBruyne,JackGrealish,PhilFoden,GabrielJesus,VicenteGuaita,MarcGuéhi,JoelWard,JoachimAndersen,TyrickMitchell,JamesMcArthur,CheikhouKouyaté,ConorGallagher,JordanAyew,OdsonneÉdouard,WilfriedZaha
363,2021-10-30,Newcastle United,Chelsea,KarlDarlow,EmilKrafth,JavierManquillo,CiaranClark,MattRitchie,JamaalLascelles,IsaacHayden,SeanLongstaff,RyanFraser,AllanSaint-Maximin,CallumWilson,ÉdouardMendy,AntonioRüdiger,ThiagoSilva,AndreasChristensen,BenChilwell,N'GoloKanté,ReeceJames,Jorginho,KaiHavertz,CallumHudson-Odoi,HakimZiyech
364,2021-10-31,Norwich City,Leeds United,TimKrul,GrantHanley,MaxAarons,OzanKabak,AndrewOmobamidele,MathiasNormann,KennyMcLean,KieranDowell,MilotRashica,JoshSargent,TeemuPukki,IllanMeslier,LiamCooper,PascalStruijk,DiegoLlorente,StuartDallas,JamieShackleton,KalvinPhillips,Rodrigo,Raphinha,DanJames,JackHarrison
365,2021-10-30,Tottenham Hotspur,Manchester United,HugoLloris,BenDavies,EmersonRoyal,CristianRomero,EricDier,Pierre-EmileHøjbjerg,OliverSkipp,LucasMoura,SonHeung-Min,GiovaniLoCelso,HarryKane,DaviddeGea,HarryMaguire,RaphaëlVarane,VictorLindelöf,BrunoFernandes,AaronWan-Bissaka,Fred,LukeShaw,ScottMcTominay,EdinsonCavani,CristianoRonaldo
366,2021-10-30,Watford,Southampton,BenFoster,JeremyNgakia,WilliamTroost-Ekong,CraigCathcart,AdamMasina,IsmaïlaSarr,CuchoHernández,JurajKucka,MoussaSissoko,JoshuaKing,JoãoPedro,AlexMcCarthy,TinoLivramento,KyleWalker-Peters,JanBednarek,MohammedSalisu,NathanRedmond,MohamedElyounoussi,JamesWard-Prowse,OriolRomeu,AdamArmstrong,ChéAdams
367,2021-11-01,Wolverhampton Wanderers,Everton,JoséSá,MaximilianKilman,RomainSaïss,ConorCoady,JoãoMoutinho,RayanAït-Nouri,RúbenNeves,NélsonSemedo,HwangHee-Chan,Trincão,RaúlJiménez,JordanPickford,SéamusColeman,MichaelKeane,MasonHolgate,BenGodfrey,Jean-PhilippeGbamin,AndrosTownsend,Allan,AlexIwobi,DemaraiGray,Richarlison
368,2021-11-07,Arsenal,Watford,AaronRamsdale,NunoTavares,TakehiroTomiyasu,BenWhite,GabrielMagalhães,BukayoSaka,EmileSmithRowe,AinsleyMaitland-Niles,AlbertSambiLokonga,Pierre-EmerickAubameyang,AlexandreLacazette,BenFoster,KikoFemenía,CraigCathcart,NicolasNkoulou,DannyRose,OzanTufan,JurajKucka,IsmaïlaSarr,EmmanuelDennis,MoussaSissoko,JoshuaKing
369,2021-11-06,Brentford,Norwich City,ÁlvaroFernández,Zanka,EthanPinnock,PontusJansson,SergiCanós,ChristianNørgaard,VitalyJanelt,MathiasJensen,RicoHenry,IvanToney,BryanMbeumo,TimKrul,AndrewOmobamidele,BenGibson,BrandonWilliams,MaxAarons,MilotRashica,KennyMcLean,MathiasNormann,PierreLees-Melou,KieranDowell,TeemuPukki
370,2021-11-06,Brighton & Hove Albion,Newcastle United,RobertSánchez,JoëlVeltman,LewisDunk,MarcCucurella,ShaneDuffy,EnockMwepu,YvesBissouma,TariqLamptey,SollyMarch,AdamLallana,LeandroTrossard,KarlDarlow,EmilKrafth,MattRitchie,JamaalLascelles,JacobMurphy,CiaranClark,AllanSaint-Maximin,IsaacHayden,JonjoShelvey,MiguelAlmirón,CallumWilson
371,2021-11-06,Chelsea,Burnley,ÉdouardMendy,AntonioRüdiger,ThiagoSilva,AndreasChristensen,BenChilwell,N'GoloKanté,Jorginho,ReeceJames,CallumHudson-Odoi,KaiHavertz,RossBarkley,NickPope,CharlieTaylor,MatthewLowton,BenMee,JamesTarkowski,DwightMcNeil,JoshBrownhill,AshleyWestwood,JóhannGudmundsson,MaxwelCornet,ChrisWood
372,2021-11-06,Crystal Palace,Wolverhampton Wanderers,VicenteGuaita,TyrickMitchell,JoelWard,JoachimAndersen,MarcGuéhi,CheikhouKouyaté,JamesMcArthur,ConorGallagher,OdsonneÉdouard,ChristianBenteke,WilfriedZaha,JoséSá,ConorCoady,RomainSaïss,MaximilianKilman,NélsonSemedo,JoãoMoutinho,RayanAït-Nouri,RúbenNeves,HwangHee-Chan,Trincão,RaúlJiménez
373,2021-11-07,Everton,Tottenham Hotspur,JordanPickford,BenGodfrey,MichaelKeane,LucasDigne,SéamusColeman,FabianDelph,AnthonyGordon,Allan,DemaraiGray,AndrosTownsend,Richarlison,HugoLloris,BenDavies,CristianRomero,EricDier,Pierre-EmileHøjbjerg,OliverSkipp,EmersonRoyal,SergioReguilón,SonHeung-Min,LucasMoura,HarryKane
374,2021-11-07,Leeds United,Leicester City,IllanMeslier,DiegoLlorente,LiamCooper,StuartDallas,PascalStruijk,JackHarrison,AdamForshaw,KalvinPhillips,Rodrigo,Raphinha,DanJames,KasperSchmeichel,RicardoPereira,JonnyEvans,TimothyCastagne,ÇaglarSöyüncü,BoubakarySoumaré,YouriTielemans,WilfredNdidi,HarveyBarnes,AdemolaLookman,JamieVardy
375,2021-11-06,Manchester United,Manchester City,DaviddeGea,HarryMaguire,VictorLindelöf,EricBailly,BrunoFernandes,AaronWan-Bissaka,Fred,LukeShaw,ScottMcTominay,MasonGreenwood,CristianoRonaldo,Ederson,KyleWalker,JoãoCancelo,RúbenDias,JohnStones,Rodri,KevinDeBruyne,IlkayGündogan,GabrielJesus,PhilFoden,BernardoSilva
376,2021-11-05,Southampton,Aston Villa,AlexMcCarthy,JanBednarek,TinoLivramento,KyleWalker-Peters,MohammedSalisu,StuartArmstrong,MohamedElyounoussi,JamesWard-Prowse,OriolRomeu,AdamArmstrong,ChéAdams,EmilianoMartínez,AxelTuanzebe,MattTargett,TyroneMings,MattyCash,EmilianoBuendía,AnwarElGhazi,LeonBailey,MarvelousNakamba,JohnMcGinn,OllieWatkins
377,2021-11-07,West Ham United,Liverpool,LukaszFabianski,BenJohnson,AngeloOgbonna,AaronCresswell,KurtZouma,TomásSoucek,DeclanRice,SaïdBenrahma,JarrodBowen,PabloFornals,MichailAntonio,Alisson,VirgilvanDijk,TrentAlexander-Arnold,AndrewRobertson,JoëlMatip,JordanHenderson,Fabinho,AlexOxlade-Chamberlain,MohamedSalah,DiogoJota,SadioMané
378,2021-11-20,Aston Villa,Brighton & Hove Albion,EmilianoMartínez,MattTargett,MattyCash,TyroneMings,EzriKonsa,MarvelousNakamba,JohnMcGinn,JacobRamsey,OllieWatkins,EmilianoBuendía,DannyIngs,JasonSteele,LewisDunk,ShaneDuffy,AdamWebster,PascalGroß,JakubModer,YvesBissouma,TariqLamptey,MarcCucurella,AdamLallana,LeandroTrossard
379,2021-11-20,Burnley,Crystal Palace,NickPope,BenMee,JamesTarkowski,MatthewLowton,CharlieTaylor,JoshBrownhill,JóhannGudmundsson,AshleyWestwood,DwightMcNeil,MaxwelCornet,ChrisWood,VicenteGuaita,MarcGuéhi,JoachimAndersen,JoelWard,TyrickMitchell,CheikhouKouyaté,LukaMilivojevic,ConorGallagher,WilfriedZaha,ChristianBenteke,JordanAyew
