,date,team,opponent,home_player_1,home_player_2,home_player_3,home_player_4,home_player_5,home_player_6,home_player_7,home_player_8,home_player_9,home_player_10,home_player_11,away_player_1,away_player_2,away_player_3,away_player_4,away_player_5,away_player_6,away_player_7,away_player_8,away_player_9,away_player_10,away_player_11
67,2021-10-03,Tottenham Hotspur,Aston Villa,HugoLloris,EricDier,CristianRomero,EmersonRoyal,SergioReguilón,Pierre-EmileHøjbjerg,OliverSkipp,TanguyNdombélé,LucasMoura,SonHeung-Min,HarryKane,EmilianoMartínez,TyroneMings,KortneyHause,EzriKonsa,MattTargett,DouglasLuiz,JohnMcGinn,MattyCash,JacobRamsey,OllieWatkins,DannyIngs
68,2021-10-03,West Ham United,Brentford,LukaszFabianski,AngeloOgbonna,KurtZouma,VladimírCoufal,AaronCresswell,TomásSoucek,SaïdBenrahma,DeclanRice,JarrodBowen,PabloFornals,MichailAntonio,DavidRaya,PontusJansson,EthanPinnock,Zanka,ChristianNørgaard,RicoHenry,SergiCanós,ShandonBaptiste,FrankOnyeka,BryanMbeumo,IvanToney
69,2021-10-02,Wolverhampton Wanderers,Newcastle United,JoséSá,ConorCoady,RomainSaïss,MaximilianKilman,JoãoMoutinho,Marçal,RúbenNeves,NélsonSemedo,HwangHee-Chan,Trincão,RaúlJiménez,KarlDarlow,JavierManquillo,FedericoFernández,CiaranClark,MattRitchie,Joelinton,MiguelAlmirón,IsaacHayden,JoeWillock,SeanLongstaff,AllanSaint-Maximin
70,2021-10-18,Arsenal,Crystal Palace,AaronRamsdale,KieranTierney,TakehiroTomiyasu,BenWhite,GabrielMagalhães,BukayoSaka,EmileSmithRowe,NicolasPépé,MartinØdegaard,ThomasPartey,Pierre-EmerickAubameyang,VicenteGuaita,JoelWard,TyrickMitchell,MarcGuéhi,JoachimAndersen,ConorGallagher,JordanAyew,JamesMcArthur,OdsonneÉdouard,LukaMilivojevic,ChristianBenteke
71,2021-10-16,Aston Villa,Wolverhampton Wanderers,EmilianoMartínez,AxelTuanzebe,TyroneMings,EzriKonsa,MattTargett,DouglasLuiz,MattyCash,JohnMcGinn,EmilianoBuendía,DannyIngs,OllieWatkins,JoséSá,ConorCoady,MaximilianKilman,RomainSaïss,NélsonSemedo,Marçal,RúbenNeves,JoãoMoutinho,HwangHee-Chan,LeanderDendoncker,AdamaTraoré
72,2021-10-16,Brentford,Chelsea,DavidRaya,EthanPinnock,Zanka,PontusJansson,SergiCanós,RicoHenry,MathiasJensen,FrankOnyeka,ChristianNørgaard,BryanMbeumo,IvanToney,ÉdouardMendy,AndreasChristensen,TrevohChalobah,MalangSarr,CésarAzpilicueta,BenChilwell,MateoKovacic,RubenLoftus-Cheek,N'GoloKanté,RomeluLukaku,TimoWerner
73,2021-10-17,Everton,West Ham United,JordanPickford,MichaelKeane,SéamusColeman,LucasDigne,BenGodfrey,AndrosTownsend,AbdoulayeDoucouré,Allan,AlexIwobi,SalomónRondón,DemaraiGray,LukaszFabianski,BenJohnson,AngeloOgbonna,KurtZouma,AaronCresswell,SaïdBenrahma,PabloFornals,JarrodBowen,DeclanRice,TomásSoucek,MichailAntonio
74,2021-10-16,Leicester City,Manchester United,KasperSchmeichel,DanielAmartey,ÇaglarSöyüncü,JonnyEvans,YouriTielemans,TimothyCastagne,BoubakarySoumaré,RicardoPereira,KelechiIheanacho,JamesMaddison,JamieVardy,DaviddeGea,LukeShaw,VictorLindelöf,AaronWan-Bissaka,HarryMaguire,MasonGreenwood,JadonSancho,PaulPogba,NemanjaMatic,BrunoFernandes,CristianoRonaldo
75,2021-10-16,Manchester City,Burnley,ZackSteffen,AymericLaporte,JohnStones,NathanAké,JoãoCancelo,BernardoSilva,Rodri,KevinDeBruyne,RiyadMahrez,RaheemSterling,PhilFoden,NickPope,ErikPieters,NathanCollins,MatthewLowton,JamesTarkowski,JackCork,AshleyWestwood,DwightMcNeil,JoshBrownhill,ChrisWood,MaxwelCornet
76,2021-10-17,Newcastle United,Tottenham Hotspur,KarlDarlow,JamaalLascelles,MattRitchie,CiaranClark,JavierManquillo,SeanLongstaff,JoeWillock,Joelinton,IsaacHayden,AllanSaint-Maximin,CallumWilson,HugoLloris,EricDier,EmersonRoyal,CristianRomero,SergioReguilón,TanguyNdombélé,Pierre-EmileHøjbjerg,SonHeung-Min,OliverSkipp,LucasMoura,HarryKane
77,2021-10-16,Norwich City,Brighton & Hove Albion,TimKrul,BenGibson,MaxAarons,GrantHanley,DimitrisGiannoulis,OzanKabak,MathiasNormann,KennyMcLean,PierreLees-Melou,JoshSargent,TeemuPukki,RobertSánchez,LewisDunk,ShaneDuffy,DanBurn,PascalGroß,MarcCucurella,JoëlVeltman,AdamLallana,JakubModer,LeandroTrossard,NealMaupay
78,2021-10-16,Southampton,Leeds United,AlexMcCarthy,RomainPerraud,MohammedSalisu,JanBednarek,TinoLivramento,MohamedElyounoussi,OriolRomeu,IbrahimaDiallo,MoussaDjenepo,NathanRedmond,ArmandoBroja,IllanMeslier,LiamCooper,DiegoLlorente,PascalStruijk,JamieShackleton,MateuszKlich,TylerRoberts,StuartDallas,DanJames,Rodrigo,JackHarrison
79,2021-10-16,Watford,Liverpool,BenFoster,AdamMasina,CraigCathcart,WilliamTroost-Ekong,KikoFemenía,DannyRose,CuchoHernández,EmmanuelDennis,MoussaSissoko,JurajKucka,IsmaïlaSarr,CaoimhínKelleher,AndrewRobertson,VirgilvanDijk,JoëlMatip,TrentAlexander-Arnold,JordanHenderson,NabyKeïta,JamesMilner,SadioMané,RobertoFirmino,MohamedSalah
80,2021-10-22,Arsenal,Aston Villa,AaronRamsdale,GabrielMagalhães,BenWhite,TakehiroTomiyasu,NunoTavares,AlbertSambiLokonga,BukayoSaka,ThomasPartey,EmileSmithRowe,AlexandreLacazette,Pierre-EmerickAubameyang,EmilianoMartínez,AxelTuanzebe,EzriKonsa,TyroneMings,MattyCash,DouglasLuiz,JohnMcGinn,MattTargett,OllieWatkins,DannyIngs,EmilianoBuendía
81,2021-10-24,Brentford,Leicester City,DavidRaya,EthanPinnock,Zanka,PontusJansson,FrankOnyeka,SergiCanós,ChristianNørgaard,RicoHenry,MathiasJensen,BryanMbeumo,IvanToney,KasperSchmeichel,DanielAmartey,ÇaglarSöyüncü,JonnyEvans,TimothyCastagne,YouriTielemans,BoubakarySoumaré,RicardoPereira,JamieVardy,JamesMaddison,KelechiIheanacho
82,2021-10-23,Brighton & Hove Albion,Manchester City,RobertSánchez,LewisDunk,DanBurn,JoëlVeltman,PascalGroß,MarcCucurella,SollyMarch,AdamLallana,JakubModer,NealMaupay,LeandroTrossard,Ederson,KyleWalker,RúbenDias,JoãoCancelo,AymericLaporte,IlkayGündogan,BernardoSilva,Rodri,GabrielJesus,PhilFoden,JackGrealish
83,2021-10-23,Chelsea,Norwich City,ÉdouardMendy,TrevohChalobah,AntonioRüdiger,ThiagoSilva,BenChilwell,ReeceJames,Jorginho,MateoKovacic,MasonMount,CallumHudson-Odoi,KaiHavertz,TimKrul,OzanKabak,BenGibson,GrantHanley,MaxAarons,KennyMcLean,PierreLees-Melou,MathiasNormann,DimitrisGiannoulis,JoshSargent,TeemuPukki
84,2021-10-23,Crystal Palace,Newcastle United,VicenteGuaita,TyrickMitchell,JoachimAndersen,MarcGuéhi,JoelWard,LukaMilivojevic,JamesMcArthur,ConorGallagher,MichaelOlise,ChristianBenteke,OdsonneÉdouard,KarlDarlow,CiaranClark,JamaalLascelles,EmilKrafth,JavierManquillo,MattRitchie,RyanFraser,SeanLongstaff,IsaacHayden,CallumWilson,AllanSaint-Maximin
85,2021-10-23,Everton,Watford,JordanPickford,LucasDigne,SéamusColeman,MichaelKeane,BenGodfrey,Allan,AnthonyGordon,TomDavies,AndrosTownsend,SalomónRondón,DemaraiGray,BenFoster,CraigCathcart,WilliamTroost-Ekong,JeremyNgakia,AdamMasina,MoussaSissoko,JurajKucka,OzanTufan,IsmaïlaSarr,CuchoHernández,JoshuaKing
86,2021-10-23,Leeds United,Wolverhampton Wanderers,IllanMeslier,LiamCooper,JamieShackleton,StuartDallas,DiegoLlorente,Raphinha,PascalStruijk,JackHarrison,MateuszKlich,Rodrigo,DanJames,JoséSá,ConorCoady,MaximilianKilman,RomainSaïss,LeanderDendoncker,RayanAït-Nouri,NélsonSemedo,JoãoMoutinho,AdamaTraoré,RaúlJiménez,HwangHee-Chan
87,2021-10-24,Manchester United,Liverpool,DaviddeGea,HarryMaguire,VictorLindelöf,AaronWan-Bissaka,LukeShaw,ScottMcTominay,BrunoFernandes,MasonGreenwood,Fred,MarcusRashford,CristianoRonaldo,Alisson,IbrahimaKonaté,AndrewRobertson,TrentAlexander-Arnold,VirgilvanDijk,NabyKeïta,JamesMilner,JordanHenderson,DiogoJota,MohamedSalah,RobertoFirmino
88,2021-10-23,Southampton,Burnley,AlexMcCarthy,RomainPerraud,TinoLivramento,MohammedSalisu,JanBednarek,IbrahimaDiallo,OriolRomeu,TheoWalcott,MohamedElyounoussi,ArmandoBroja,NathanRedmond,NickPope,MatthewLowton,NathanCollins,JamesTarkowski,CharlieTaylor,JackCork,AshleyWestwood,DwightMcNeil,MaxwelCornet,ChrisWood,JoshBrownhill
89,2021-10-24,West Ham United,Tottenham Hotspur,LukaszFabianski,AngeloOgbonna,BenJohnson,KurtZouma,AaronCresswell,DeclanRice,JarrodBowen,PabloFornals,SaïdBenrahma,TomásSoucek,MichailAntonio,HugoLloris,SergioReguilón,CristianRomero,EricDier,EmersonRoyal,Pierre-EmileHøjbjerg,SonHeung-Min,TanguyNdombélé,OliverSkipp,LucasMoura,HarryKane
90,2021-10-31,Aston Villa,West Ham United,EmilianoMartínez,EzriKonsa,KortneyHause,MattyCash,MattTargett,JacobRamsey,MarvelousNakamba,JohnMcGinn,EmilianoBuendía,OllieWatkins,LeonBailey,LukaszFabianski,AngeloOgbonna,KurtZouma,AaronCresswell,BenJohnson,DeclanRice,TomásSoucek,SaïdBenrahma,PabloFornals,JarrodBowen,MichailAntonio
91,2021-10-30,Burnley,Brentford,NickPope,BenMee,JamesTarkowski,MatthewLowton,CharlieTaylor,JoshBrownhill,JóhannGudmundsson,DwightMcNeil,AshleyWestwood,ChrisWood,MaxwelCornet,ÁlvaroFernández,Zanka,PontusJansson,EthanPinnock,FrankOnyeka,ChristianNørgaard,RicoHenry,SergiCanós,MathiasJensen,MarcusForss,IvanToney
92,2021-10-30,Leicester City,Arsenal,KasperSchmeichel,ÇaglarSöyüncü,JonnyEvans,DanielAmartey,BoubakarySoumaré,TimothyCastagne,YouriTielemans,LukeThomas,JamieVardy,KelechiIheanacho,JamesMaddison,AaronRamsdale,GabrielMagalhães,TakehiroTomiyasu,NunoTavares,BenWhite,AlbertSambiLokonga,ThomasPartey,EmileSmithRowe,BukayoSaka,Pierre-EmerickAubameyang,AlexandreLacazette
93,2021-10-30,Liverpool,Brighton & Hove Albion,Alisson,IbrahimaKonaté,AndrewRobertson,TrentAlexander-Arnold,VirgilvanDijk,CurtisJones,NabyKeïta,JordanHenderson,SadioMané,MohamedSalah,RobertoFirmino,RobertSánchez,JoëlVeltman,ShaneDuffy,LewisDunk,MarcCucurella,SollyMarch,JakubModer,EnockMwepu,AdamLallana,YvesBissouma,LeandroTrossard
94,2021-10-30,Manchester City,Crystal Palace,Ederson,JoãoCancelo,AymericLaporte,RúbenDias,KyleWalker,Rodri,BernardoSilva,KevinDeBruyne,JackGrealish,PhilFoden,GabrielJesus,VicenteGuaita,MarcGuéhi,JoelWard,JoachimAndersen,TyrickMitchell,JamesMcArthur,CheikhouKouyaté,ConorGallagher,JordanAyew,OdsonneÉdouard,WilfriedZaha
95,2021-10-30,Newcastle United,Chelsea,KarlDarlow,EmilKrafth,JavierManquillo,CiaranClark,MattRitchie,JamaalLascelles,IsaacHayden,SeanLongstaff,RyanFraser,AllanSaint-Maximin,CallumWilson,ÉdouardMendy,AntonioRüdiger,ThiagoSilva,AndreasChristensen,BenChilwell,N'GoloKanté,ReeceJames,Jorginho,KaiHavertz,CallumHudson-Odoi,HakimZiyech
96,2021-10-31,Norwich City,Leeds United,TimKrul,GrantHanley,MaxAarons,OzanKabak,AndrewOmobamidele,MathiasNormann,KennyMcLean,KieranDowell,MilotRashica,JoshSargent,TeemuPukki,IllanMeslier,LiamCooper,PascalStruijk,DiegoLlorente,StuartDallas,JamieShackleton,KalvinPhillips,Rodrigo,Raphinha,DanJames,JackHarrison
97,2021-10-30,Tottenham Hotspur,Manchester United,HugoLloris,BenDavies,EmersonRoyal,CristianRomero,EricDier,Pierre-EmileHøjbjerg,OliverSkipp,LucasMoura,SonHeung-Min,GiovaniLoCelso,HarryKane,DaviddeGea,HarryMaguire,RaphaëlVarane,VictorLindelöf,BrunoFernandes,AaronWan-Bissaka,Fred,LukeShaw,ScottMcTominay,EdinsonCavani,CristianoRonaldo
98,2021-10-30,Watford,Southampton,BenFoster,JeremyNgakia,WilliamTroost-Ekong,CraigCathcart,AdamMasina,IsmaïlaSarr,CuchoHernández,JurajKucka,MoussaSissoko,JoshuaKing,JoãoPedro,AlexMcCarthy,TinoLivramento,KyleWalker-Peters,JanBednarek,MohammedSalisu,NathanRedmond,MohamedElyounoussi,JamesWard-Prowse,OriolRomeu,AdamArmstrong,ChéAdams
99,2021-11-01,Wolverhampton Wanderers,Everton,JoséSá,MaximilianKilman,RomainSaïss,ConorCoady,JoãoMoutinho,RayanAït-Nouri,RúbenNeves,NélsonSemedo,HwangHee-Chan,Trincão,RaúlJiménez,JordanPickford,SéamusColeman,MichaelKeane,MasonHolgate,BenGodfrey,Jean-PhilippeGbamin,AndrosTownsend,Allan,AlexIwobi,DemaraiGray,Richarlison
100,2021-11-07,Arsenal,Watford,AaronRamsdale,NunoTavares,TakehiroTomiyasu,BenWhite,GabrielMagalhães,BukayoSaka,EmileSmithRowe,AinsleyMaitland-Niles,AlbertSambiLokonga,Pierre-EmerickAubameyang,AlexandreLacazette,BenFoster,KikoFemenía,CraigCathcart,NicolasNkoulou,DannyRose,OzanTufan,JurajKucka,IsmaïlaSarr,EmmanuelDennis,MoussaSissoko,JoshuaKing
101,2021-11-06,Brentford,Norwich City,ÁlvaroFernández,Zanka,EthanPinnock,PontusJansson,SergiCanós,ChristianNørgaard,VitalyJanelt,MathiasJensen,RicoHenry,IvanToney,BryanMbeumo,TimKrul,AndrewOmobamidele,BenGibson,BrandonWilliams,MaxAarons,MilotRashica,KennyMcLean,MathiasNormann,PierreLees-Melou,KieranDowell,TeemuPukki
102,2021-11-06,Brighton & Hove Albion,Newcastle United,RobertSánchez,JoëlVeltman,LewisDunk,MarcCucurella,ShaneDuffy,EnockMwepu,YvesBissouma,TariqLamptey,SollyMarch,AdamLallana,LeandroTrossard,KarlDarlow,EmilKrafth,MattRitchie,JamaalLascelles,JacobMurphy,CiaranClark,AllanSaint-Maximin,IsaacHayden,JonjoShelvey,MiguelAlmirón,CallumWilson
103,2021-11-06,Chelsea,Burnley,ÉdouardMendy,AntonioRüdiger,ThiagoSilva,AndreasChristensen,BenChilwell,N'GoloKanté,Jorginho,ReeceJames,CallumHudson-Odoi,KaiHavertz,RossBarkley,NickPope,CharlieTaylor,MatthewLowton,BenMee,JamesTarkowski,DwightMcNeil,JoshBrownhill,AshleyWestwood,JóhannGudmundsson,MaxwelCornet,ChrisWood
104,2021-11-06,Crystal Palace,Wolverhampton Wanderers,VicenteGuaita,TyrickMitchell,JoelWard,JoachimAndersen,MarcGuéhi,CheikhouKouyaté,JamesMcArthur,ConorGallagher,OdsonneÉdouard,ChristianBenteke,WilfriedZaha,JoséSá,ConorCoady,RomainSaïss,MaximilianKilman,NélsonSemedo,JoãoMoutinho,RayanAït-Nouri,RúbenNeves,HwangHee-Chan,Trincão,RaúlJiménez
105,2021-11-07,Everton,Tottenham Hotspur,JordanPickford,BenGodfrey,MichaelKeane,LucasDigne,SéamusColeman,FabianDelph,AnthonyGordon,Allan,DemaraiGray,AndrosTownsend,Richarlison,HugoLloris,BenDavies,CristianRomero,EricDier,Pierre-EmileHøjbjerg,OliverSkipp,EmersonRoyal,SergioReguilón,SonHeung-Min,LucasMoura,HarryKane
106,2021-11-07,Leeds United,Leicester City,IllanMeslier,DiegoLlorente,LiamCooper,StuartDallas,PascalStruijk,JackHarrison,AdamForshaw,KalvinPhillips,Rodrigo,Raphinha,DanJames,KasperSchmeichel,RicardoPereira,JonnyEvans,TimothyCastagne,ÇaglarSöyüncü,BoubakarySoumaré,YouriTielemans,WilfredNdidi,HarveyBarnes,AdemolaLookman,JamieVardy
107,2021-11-06,Manchester United,Manchester City,DaviddeGea,HarryMaguire,VictorLindelöf,EricBailly,BrunoFernandes,AaronWan-Bissaka,Fred,LukeShaw,ScottMcTominay,MasonGreenwood,CristianoRonaldo,Ederson,KyleWalker,JoãoCancelo,RúbenDias,JohnStones,Rodri,KevinDeBruyne,IlkayGündogan,GabrielJesus,PhilFoden,BernardoSilva
108,2021-11-05,Southampton,Aston Villa,AlexMcCarthy,JanBednarek,TinoLivramento,KyleWalker-Peters,MohammedSalisu,StuartArmstrong,MohamedElyounoussi,JamesWard-Prowse,OriolRomeu,AdamArmstrong,ChéAdams,EmilianoMartínez,AxelTuanzebe,MattTargett,TyroneMings,MattyCash,EmilianoBuendía,AnwarElGhazi,LeonBailey,MarvelousNakamba,JohnMcGinn,OllieWatkins
109,2021-11-07,West Ham United,Liverpool,LukaszFabianski,BenJohnson,AngeloOgbonna,AaronCresswell,KurtZouma,TomásSoucek,DeclanRice,SaïdBenrahma,JarrodBowen,PabloFornals,MichailAntonio,Alisson,VirgilvanDijk,TrentAlexander-Arnold,AndrewRobertson,JoëlMatip,JordanHenderson,Fabinho,AlexOxlade-Chamberlain,MohamedSalah,DiogoJota,SadioMané
110,2021-11-20,Aston Villa,Brighton & Hove Albion,EmilianoMartínez,MattTargett,MattyCash,TyroneMings,EzriKonsa,MarvelousNakamba,JohnMcGinn,JacobRamsey,OllieWatkins,EmilianoBuendía,DannyIngs,JasonSteele,LewisDunk,ShaneDuffy,AdamWebster,PascalGroß,JakubModer,YvesBissouma,TariqLamptey,MarcCucurella,AdamLallana,LeandroTrossard
111,2021-11-20,Burnley,Crystal Palace,NickPope,BenMee,JamesTarkowski,MatthewLowton,CharlieTaylor,JoshBrownhill,JóhannGudmundsson,AshleyWestwood,DwightMcNeil,MaxwelCornet,ChrisWood,VicenteGuaita,MarcGuéhi,JoachimAndersen,JoelWard,TyrickMitchell,CheikhouKouyaté,LukaMilivojevic,ConorGallagher,WilfriedZaha,ChristianBenteke,JordanAyew
112,2021-11-20,Leicester City,Chelsea,KasperSchmeichel,ÇaglarSöyüncü,JonnyEvans,DanielAmartey,TimothyCastagne,WilfredNdidi,MarcAlbrighton,BoubakarySoumaré,HarveyBarnes,JamieVardy,AdemolaLookman,ÉdouardMendy,TrevohChalobah,AntonioRüdiger,ThiagoSilva,N'GoloKanté,Jorginho,ReeceJames,BenChilwell,CallumHudson-Odoi,MasonMount,KaiHavertz
113,2021-11-20,Liverpool,Arsenal,Alisson,JoëlMatip,KonstantinosTsimikas,TrentAlexander-Arnold,VirgilvanDijk,Thiago,Fabinho,AlexOxlade-Chamberlain,SadioMané,DiogoJota,MohamedSalah,AaronRamsdale,BenWhite,NunoTavares,GabrielMagalhães,TakehiroTomiyasu,BukayoSaka,AlbertSambiLokonga,EmileSmithRowe,ThomasPartey,AlexandreLacazette,Pierre-EmerickAubameyang
114,2021-11-21,Manchester City,Everton,Ederson,JohnStones,AymericLaporte,KyleWalker,JoãoCancelo,IlkayGündogan,Rodri,BernardoSilva,ColePalmer,PhilFoden,RaheemSterling,JordanPickford,MichaelKeane,BenGodfrey,LucasDigne,SéamusColeman,FabianDelph,Allan,AnthonyGordon,DemaraiGray,Richarlison,AndrosTownsend
115,2021-11-20,Newcastle United,Brentford,KarlDarlow,FabianSchär,JamaalLascelles,CiaranClark,JacobMurphy,JoeWillock,MattRitchie,JonjoShelvey,AllanSaint-Maximin,CallumWilson,Joelinton,ÁlvaroFernández,PontusJansson,MadsRoerslev,EthanPinnock,SergiCanós,ChristianNørgaard,SamanGhoddos,VitalyJanelt,RicoHenry,IvanToney,BryanMbeumo
116,2021-11-20,Norwich City,Southampton,TimKrul,MaxAarons,GrantHanley,BenGibson,BrandonWilliams,BillyGilmour,MathiasNormann,KennyMcLean,ToddCantwell,MilotRashica,TeemuPukki,AlexMcCarthy,TinoLivramento,KyleWalker-Peters,JanBednarek,MohammedSalisu,IbrahimaDiallo,MohamedElyounoussi,JamesWard-Prowse,OriolRomeu,AdamArmstrong,ChéAdams
117,2021-11-21,Tottenham Hotspur,Leeds United,HugoLloris,JaphetTanganga,BenDavies,EricDier,Pierre-EmileHøjbjerg,HarryWinks,SergioReguilón,EmersonRoyal,SonHeung-Min,LucasMoura,HarryKane,IllanMeslier,KalvinPhillips,LiamCooper,DiegoLlorente,StuartDallas,PascalStruijk,AdamForshaw,MateuszKlich,DanJames,JackHarrison,JoeGelhardt
118,2021-11-20,Watford,Manchester United,BenFoster,NicolasNkoulou,KikoFemenía,CraigCathcart,AdamMasina,IsmaïlaSarr,ImrânLouza,EmmanuelDennis,TomCleverley,MoussaSissoko,JoshuaKing,DaviddeGea,HarryMaguire,AaronWan-Bissaka,VictorLindelöf,LukeShaw,BrunoFernandes,NemanjaMatic,MarcusRashford,JadonSancho,ScottMcTominay,CristianoRonaldo
119,2021-11-20,Wolverhampton Wanderers,West Ham United,JoséSá,RomainSaïss,ConorCoady,MaximilianKilman,RayanAït-Nouri,JoãoMoutinho,RúbenNeves,NélsonSemedo,RaúlJiménez,DanielPodence,HwangHee-Chan,LukaszFabianski,KurtZouma,CraigDawson,AaronCresswell,BenJohnson,DeclanRice,TomásSoucek,SaïdBenrahma,PabloFornals,JarrodBowen,MichailAntonio
120,2021-11-27,Arsenal,Newcastle United,AaronRamsdale,NunoTavares,GabrielMagalhães,BenWhite,TakehiroTomiyasu,ThomasPartey,AlbertSambiLokonga,EmileSmithRowe,BukayoSaka,Pierre-EmerickAubameyang,MartinØdegaard,MartinDúbravka,FabianSchär,JamaalLascelles,MattRitchie,EmilKrafth,JonjoShelvey,AllanSaint-Maximin,RyanFraser,JoeWillock,Joelinton,CallumWilson
121,2021-11-28,Brentford,Everton,ÁlvaroFernández,PontusJansson,CharlieGoode,EthanPinnock,SergiCanós,ChristianNørgaard,VitalyJanelt,FrankOnyeka,RicoHenry,IvanToney,BryanMbeumo,JordanPickford,BenGodfrey,SéamusColeman,MichaelKeane,LucasDigne,AbdoulayeDoucouré,AnthonyGordon,AndrosTownsend,Allan,SalomónRondón,AlexIwobi
122,2021-11-27,Brighton & Hove Albion,Leeds United,RobertSánchez,LewisDunk,JoëlVeltman,AdamWebster,MarcCucurella,YvesBissouma,JakubModer,TariqLamptey,PascalGroß,LeandroTrossard,NealMaupay,IllanMeslier,KalvinPhillips,LiamCooper,DiegoLlorente,JuniorFirpo,Raphinha,StuartDallas,JackHarrison,Rodrigo,AdamForshaw,DanJames
123,2022-02-23,Burnley,Tottenham Hotspur,NickPope,ConnorRoberts,BenMee,ErikPieters,JamesTarkowski,DwightMcNeil,JoshBrownhill,AaronLennon,JackCork,JayRodríguez,WoutWeghorst,HugoLloris,BenDavies,EricDier,CristianRomero,Pierre-EmileHøjbjerg,RyanSessegnon,EmersonRoyal,RodrigoBentancur,SonHeung-Min,HarryKane,DejanKulusevski
124,2021-11-28,Chelsea,Manchester United,ÉdouardMendy,TrevohChalobah,AntonioRüdiger,ThiagoSilva,Jorginho,MarcosAlonso,RubenLoftus-Cheek,ReeceJames,CallumHudson-Odoi,TimoWerner,HakimZiyech,DaviddeGea,EricBailly,VictorLindelöf,AaronWan-Bissaka,AlexTelles,ScottMcTominay,NemanjaMatic,Fred,BrunoFernandes,JadonSancho,MarcusRashford
125,2021-11-27,Crystal Palace,Aston Villa,VicenteGuaita,MarcGuéhi,JamesTomkins,JoelWard,TyrickMitchell,LukaMilivojevic,MichaelOlise,CheikhouKouyaté,WilfriedZaha,ConorGallagher,ChristianBenteke,EmilianoMartínez,EzriKonsa,TyroneMings,MattyCash,MattTargett,JacobRamsey,MarvelousNakamba,JohnMcGinn,LeonBailey,OllieWatkins,AshleyYoung
126,2021-11-28,Leicester City,Watford,KasperSchmeichel,ÇaglarSöyüncü,TimothyCastagne,JonnyEvans,LukeThomas,WilfredNdidi,AdemolaLookman,HarveyBarnes,JamesMaddison,BoubakarySoumaré,JamieVardy,DanielBachmann,WilliamTroost-Ekong,KikoFemenía,CraigCathcart,AdamMasina,TomCleverley,CuchoHernández,ImrânLouza,MoussaSissoko,JoshuaKing,EmmanuelDennis
127,2021-11-27,Liverpool,Southampton,Alisson,VirgilvanDijk,TrentAlexander-Arnold,AndrewRobertson,IbrahimaKonaté,Fabinho,JordanHenderson,Thiago,MohamedSalah,DiogoJota,SadioMané,AlexMcCarthy,JanBednarek,MohammedSalisu,Lyanco,TinoLivramento,JamesWard-Prowse,RomainPerraud,OriolRomeu,ChéAdams,AdamArmstrong,ArmandoBroja
128,2021-11-28,Manchester City,West Ham United,Ederson,KyleWalker,AymericLaporte,RúbenDias,JoãoCancelo,Rodri,BernardoSilva,IlkayGündogan,GabrielJesus,RaheemSterling,RiyadMahrez,LukaszFabianski,BenJohnson,KurtZouma,CraigDawson,AaronCresswell,DeclanRice,ArthurMasuaku,PabloFornals,SaïdBenrahma,TomásSoucek,MichailAntonio
129,2021-11-27,Norwich City,Wolverhampton Wanderers,TimKrul,MaxAarons,GrantHanley,BrandonWilliams,BenGibson,BillyGilmour,MathiasNormann,KennyMcLean,JoshSargent,MilotRashica,TeemuPukki,JoséSá,RomainSaïss,ConorCoady,MaximilianKilman,NélsonSemedo,JoãoMoutinho,RayanAït-Nouri,RúbenNeves,Trincão,HwangHee-Chan,RaúlJiménez
130,2021-12-01,Aston Villa,Manchester City,EmilianoMartínez,EzriKonsa,TyroneMings,MattTargett,MattyCash,MarvelousNakamba,JohnMcGinn,DouglasLuiz,LeonBailey,OllieWatkins,EmilianoBuendía,Ederson,NathanAké,OleksandrZinchenko,RúbenDias,JoãoCancelo,RiyadMahrez,BernardoSilva,Fernandinho,Rodri,RaheemSterling,GabrielJesus
131,2021-12-01,Everton,Liverpool,JordanPickford,MichaelKeane,BenGodfrey,LucasDigne,SéamusColeman,AndrosTownsend,AbdoulayeDoucouré,Allan,DemaraiGray,SalomónRondón,Richarlison,Alisson,VirgilvanDijk,TrentAlexander-Arnold,JoëlMatip,AndrewRobertson,Fabinho,JordanHenderson,Thiago,MohamedSalah,DiogoJota,SadioMané
132,2021-11-30,Leeds United,Crystal Palace,IllanMeslier,StuartDallas,PascalStruijk,LiamCooper,DiegoLlorente,DanJames,KalvinPhillips,Raphinha,AdamForshaw,MateuszKlich,TylerRoberts,VicenteGuaita,JamesTomkins,JoelWard,MarcGuéhi,TyrickMitchell,CheikhouKouyaté,JeffreySchlupp,ConorGallagher,WilfriedZaha,JordanAyew,OdsonneÉdouard
133,2021-12-02,Manchester United,Arsenal,DaviddeGea,HarryMaguire,VictorLindelöf,DiogoDalot,AlexTelles,ScottMcTominay,BrunoFernandes,JadonSancho,Fred,MarcusRashford,CristianoRonaldo,AaronRamsdale,BenWhite,NunoTavares,GabrielMagalhães,TakehiroTomiyasu,MohamedElneny,GabrielMartinelli,EmileSmithRowe,ThomasPartey,MartinØdegaard,Pierre-EmerickAubameyang
